CUSTOMER_NUMBER,CUSTOMER_ITEM_NUMBER
5751,21143CAT24C0201
5751,2114AM25P128V01
1455,4T0PUMH201X00
9153,142PK10600
1193,0703-00GB000
9164,11110Y11197A1
1320,34064D-SO1CG
9153,11MD001002
2858,020-3320K-50CGP
2858,020-1030K-63SGP
2858,020-1040M-63SGP
2858,020-1060M-63BGP
2858,020-1300J-50AGP
2858,020-2250M-63AGP
2858,020-2260M-04BGP
2858,020-27X0J-50AGP
2858,020-3310K-50AGP
2858,020-4750M-63AGP
5751,21145M28W320F00
10644,50G0014-504Z
10644,56G0403-006Z
10644,50G0008-917R
1320,10007404G
1944,2030060200000P
9229,XCAM5-Y0060
39440,125483 Intel Xeon 1333 X3450/2.66G 8M
9164,11110Y11099B1
1509,E28PMBS3904
1471,XYZ-75 #
1151,0700-0003000
1151,0702-00BA000
9164,11110Y11196A1
10644,52G0601-076S
1382,ECD00367-L
81109,ZE63-4247633G
81109,ZE63-4233611G
1522,8001106436GA
1382,CPP00243-L
2754,62827103K30G
2754,62827102K30G
10644,52G0601-1610
1151,0702-000E000
81109,ZE00-3274573G
63067,2150226060
9164,11110Y11195B1
1522,F40010FCN0G0
1522,F40110F1K0G0
1522,F40110F1K0G0
1342,210102FK5011G
1320,05-00080-1G
34883,73-07404-0A9
34883,73-74125-0AB
2763,B200040008
1455,71IG02GRJ1X00
1320,GU4000401S
2763,B200040015
3874,S12BC81725-R
34883,73-04245-0LB
34883,73-74164-0BB
2754,62817104K30G
1320,TMP-231
81109,ZE08-0600008G
1944,1710082801050P
1944,1710082945030P
1944,5001621691250P
5751,21145AVMN6PW52*
1455,3VB82Q6701X00
1320,05-00036-4V3G
9153,11MF102201
3874,S13CAT93C86-R
9164,11100Y11098A1
2754,62827104K30G
9153,11L7010100
1455,3VB0QM6701X00
1486,1P000K1G6000
1486,1U0945GSE000
81109,ZE00-3500020G
63067,215-0391580
1382,ECD00348-L
1522,750068B125GA
1455,3VB8280101X00
12155,1621-684400G02
8457,1157212822111
10644,65G1106-551Y
1944,1710000662000P
1382,ECT00029-L
9164,11110Y10244B1
1320,1387313G
81109,ZE00-3200006G
1944,1710000358010P
1320,ALO10030
1455,4H00732601X00
39440,"119612 Intel Core2Duo Mob T9400 2,53G 1066 6M"
1944,CPU i7-620M 2.66GHZ 4M
8457,1157203222111
1382,ECZ00076-L
5751,2111RTL8309G**0
1320,1345418G
9164,11110Y11205A1
9164,11110Y11207A1
1382,ECU02898-L
9229,YCPLG-0006I
9229,XICCA-062IN
9229,XICCA-063IN
1320,G04-08-MC34063A-S
9891,N0UITS3A501800
1486,1U7LM393A000
1486,1UYNE5550000
81109,ZE00-3500025G
1944,CPU CELERON 550 PGA-478
2672,5ICG000559XA000M
2672,5ICG000560XA000M
2858,020-3340Z-10AGP
9153,11L7000910
8457,1157206422112
1471,Core i5 2400
9229,XZCCA-068ZN
9229,XICCA-059IN
1320,TMP-432
1320,1403237G
1320,74VHC1G00SOT353G
9229,XCATS-P0010
9164,11110Y11140C1
9164,11110Y11046C1
7695,GE1024SUA0567
81109,ZE00-1400001G
9995,27BI-87310001
81109,ZE42-0500037G
1944,Pentium G6950 - 2.8 GHZ 3M cache
1339,441G005PM28080
9164,11210Y11004B1
9164,11200Y11021A1
9153,11MD001321
1455,71IG02GQH5X00
8584,12404C320007HS
12155,1820-001600G02
3874,S13M25P128VM-R
39440,"125210 Intel Xeon L5518 2,13G 8M"
1455,71IG02GQH3X00
1382,ECJ02302-L
1382,ECJ02334-L
1522,8001107636GA
9164,11210Y11104A1
10644,55G0516-0344
1339,441G005I330680
1339,441G005I526680
1471,XYZ-75 #
39440,124006 Intel Core-i DeskI5-750 2.66G
81109,ZE42-0500038G
81109,ZE00-4000007G
1151,0A0B-002J000
81109,ZE00-0200012G
1320,06-00100-1G
10644,55G1301-006D
1455,4H00483502X00
1320,330-1048-02
1342,210333JK5011G
1320,06-00047-1G
1320,06-00120-1G
1320,06-00102-1G
5751,2111RTL8218GRA1
9164,11020Y11015D1
8459,I+IC42S16100E-7TL-TSOPII50
8459,I+TSB82AA2B-TQFP144
1333,CL21A225KACLNNC
39440,125230 Intel Pentium Desk E6700 3.2G 1066 2M
1320,06-00114-1G
5751,2113RTL8192CU00
8584,12404C320012HS
1382,ECU02535-L
81109,ZE00-1100004G
1320,06-00111-1G
9507,A116050011R01
8584,12404C320011HS
10644,52G0601-062Z
9126,01G-MSP430F32
10644,52G0601-048Y
1320,G04-07-BQ4802LYPW-S
1471,Core i7 2710QE
2763,B200010083
10644,65G1100-403P
10644,65G1150-4029
10644,65G1151-4023
10644,65G1220-403B
10644,65G1470-402N
10644,65G1475-5Z3V
1455,3VL8254102X00
1455,3VB8280122X00
1320,SI4848DY-SO8G
63067,2030000680
1320,SI4848DY-SO8G
8457,1181000570110
10644,55G0704-001R
8584,12601S020066HS
8584,12601S020075HS
8584,12601S020098HS
8584,12601S020099HS
8584,12601S020100HS
8584,12601S020101HS
8584,12601S020102HS
8584,12601S020103HS
1342,2102254Z4033G
1342,2401072KZ0U0G
1320,TPS73701DCQ-SMTG
1320,ALO10008
1455,I7-2710QE
1944,i7-2710QE
1320,TPS5430DDA-SMTG
1320,AVALM339
1151,0722-003Q000
8457,1157206422113
1151,0700-M0B3000
1151,0700-M08D000
1151,0702-M0JN000
1151,0722-0085000
1151,0603-003W000
34883,72-24023-00D
1320,TMP-535
39440,125562
85874,2060230400
1944,Mobile Celeron P4500 1.86GHZ 2M
1455,3VB82Q6702X00
85874,01GS0100032I02
85874,02GS0100005I02
1944,CPU I5-520M 2.4G 3M
1382,ECU02364-L
1320,G04-05-74LVC1G14-4S
1320,TPS73701DCQ-SMTG
1320,TMP-344
1320,FOD2741ASDV-SMTG
1320,1354583G
9229,XICR7-044AE
1320,NM13100039
1320,ALO10037
85874,1400003060
85874,1410013559
1320,TMP-532
85874,ZUP04750
85874,ZUP10200
1382,ECU02896-L
1382,ECU01952-L
8584,12601S020094HS
8584,12601S020096HS
8584,12601S020097HS
8584,12601S020064HS
8584,12601S020073HS
8584,12601S020079HS
8584,12601S020095HS
1382,ECU01744-LF
5751,2111RTL8316CRA*
1320,TMP-517
1486,1P000K1G8000
1486,1U01CH8M0000
1513,G105840000
1513,G105940000
8457,1181009450110
8457,1181828010113
8457,1180102700110
8457,1180105500210
8457,1180175000210
1320,1385973G
1320,G04-02-LM393-1S
1320,20142200000G
5751,2111RTL8139D***
5751,2111RTL8169SC**
1320,1356558G
1320,ALO10030
2672,5ICG000044XA000M
81109,ZE99-0000056G
81109,ZE99-0000054G
9153,144FK22600
1320,1003659LG
1382,ECU01981-L
1320,ALO10052
81109,MISC-TER11001
1320,GU5001201S
9164,11110Y10155F1
9164,11110Y11216A1
9164,11110Y11213A1
1320,ALO10068
10644,55G0401-321K
8457,1181000450110
8457,1181828010111
1320,TPS54680PWP-SMTG
8584,12404C320013HS
1382,ECU02535-L
1382,ECU02416-L
9229,XICS5-00300
9229,XTRMC-00280
81109,ZE99-0000031G
9229,XTRME-00420
2858,020-2230K-50DGP
5751,21145M28W160600
1151,025J-0005000
1382,ECU02831-L
1471,XYZ-75 #
1471,XYZ-75 #
1471,XYZ-75 #
1471,XYZ-75 #
9229,XCAM3-N0440
9153,141BC05000
1151,0649-003H000
1193,0649-003H000
39440,124008 Intel Core-i Desk i3-530/2.93G 4M
9164,11210Y11119A1
39440,125321 Intel Core2Duo Mob L7500 1.6G 800 4M
1382,ECU02282-L
1522,69V194TBX5G0
1342,2104756K5053G
2023,IC-ME8819S
1151,0691-001A000
5751,2111RTL8305NG**
1320,G04-07-S93WD462-S
8459,X+XTAL-SMD-49US-25
9153,140FZ10400
9229,XCAM3-70140
5751,2113RTL8192DR00
1944,Intel core i5-650 4M 3.2GHZ
52124,0809MT9T0A4X
1471,XYZ-75 #
1455,3VB0321001X00
9995,27AY-52258AG1
1320,06-00096-2G
8459,X+OSC-SMD-5X3.2-3.3V-25
1471,143-101060-401R
9164,11110Y11170C1
10644,50G6952-5010
10644,27-AE08-400ZS
1522,F200474SJ5GA
9164,11210Y11001B1
1320,1434489G
39440,125735 Intel Core-i Mob i5-760 2.80G 8M
1320,1439113G
10644,53G0100-269J
9164,11210Y11126A1
1320,1373443G
8161,1C8168EVBG90
1471,146-828020-004R #
1471,146-126402-500R #
1382,ECL00619-L
1320,1359766G
9153,11MF001900
39440,125800 Intel Core-i Desk I7-870S/2.66G 8M
1320,1685785G
1471,Core i5 2300
1471,Core i5 2500
1471,Core i5 2500K
1471,Core i7 2600
1471,Core i7 2720QM
1471,Core i7 2820QM
5751,2111RTL8208GRB*
10644,65G1224-4097
1320,ALO10028
9164,11100Y11131A1
1382,ECU02888-L
1320,ALO74HC112
1333,CL31B224KACNNNC
8457,1180105100110
63067,201-0395910
10644,65G1106-535E
5751,21052MBR05300G0
1333,CL10B224KA8NNNC
1455,3VV216QC03X00
85874,E14S4051002H
85874,E14S4280109R
85874,E14S4052500H
1320,1013171LG
1320,1015678LG
1320,323-0217-12
85874,43428017000E
85874,43629457000E
1486,1TLCLVC1G680
2754,6283A475K10G
9164,11110Y11218A1
1320,BCP69T1-SOT-223G
1486,1TLCLVC2G700
1486,1TLCLVC1G180
3874,S1374HC4053PW-R
3874,S13A25128B-R
9995,2623-65201GT1
9995,27AB-78M05BD1
9738,126-003
9738,126-603
10644,55G1207-0171
10644,55G0401-0620
10644,55G1201-004Z
85874,Y2S9171002
3874,S13AT25128B-R
85874,1400000818
85874,02G0100044C0/1410000155G
85874,02G010007612/1410006740
8459,I+74LVC14A-TSSOP14
85874,ZU36103012700
85874,ZU36101003900
1320,305-0000-02
9229,XICCA-068IN
1151,0616-006M000
1320,F-GU4000101S
85874,ZU36190002210
85874,14S4085510
85874,14S4280108
85874,1410006941
85874,1410006942
10644,55G1316-0035
5751,21042NSS1211700
5751,21044NSS1211400
5751,2114AM25P16VM01
1151,0603-00MA000
1151,0704-00WR000
1193,0687-002V000
34883,72-02416-00P
10644,65G1106-5324
1944,1710000809010P
9153,11MD000631
1151,0691-001C000
1455,4H00732602X00
1455,3BI0954801X00
10644,53G2200-0633
10644,55G1110-002L
1944,3203201037210P
1333,CL05C220JB5NNNC
9153,11ME001400
1382,ECU02215-L
1382,ECU02047A-L
9153,11L7003800
1339,441G005AD18080
1151,0616-006L000
8584,12601S020108HS
1320,PESD5V0U1BB-SMTG
1151,0702-00VH000
34883,73-07474-0LB
1455,4H2N700207X00
10644,53G0700-060G
52124,032AC6V2-AK6
39440,125547 Intel Core-i Desk i7-2600/3.4G 8M
39440,124200 Intel Core3-i Mob i7-620M 2.66G 4.8GT 4M
52124,032A55C18ALG
1320,1002414LG
9153,140FK47300
10644,53G0100-1413
39440,125321 Intel Core2Duo Mob L7500 1.60G 800 4M
34883,73-74102-0UD
34883,74-32000-05G
1320,06-00115-1G
1382,ECU02955-L
5751,2111RTL8213MG**
1320,06-00073-1G
1486,1U0Q67000000
1382,ECD00119-L
10644,65G1106-5638
85874,14S4280108/02G010006510
10644,75G1000-0638
10644,53G2100-059Z
8161,2DBAV23S0J70
85874,1400002518
85874,1410009120
85874,1410000750
1382,ECU02983-L
1455,71II02GE02X00
1455,71II02GS02X00
52124,0805ICS9DBJX
1320,1003246LG
1320,06-00054-1G
9153,11L7000410
1455,71II03GT32X00
5751,21052MBRM120220
8459,I+CD4096-SOP14
34883,73-74374-0A9
34883,80-10715-121
1486,1DH30V000070
1486,1TLCLV1G131
10644,50G3306-505Z
10644,53G2200-0583
1455,4DPDZ12B01X00
1320,1003245LG
1320,06-00013-2G
5751,2111RTL8367GR**
1522,8200226227GA
9153,11MD001800
8457,1180105200110
1320,ALO10025
1382,ECU02876-L
9229,XTRMC-00300
1455,I5-2510E
1944,I5-2510E
39440,125563 Intel Core-i Mob i5-2510E/2.5G 3M
1320,06-00216-1G
10644,52G0601-138Z
85874,02GS0100006I02
8457,1181000150110
85874,ZUP19410
85874,01GS0100022I02
85874,ZUP25250
1151,0645-002V000
1193,0645-002V000
10644,55G1101-0315
1320,TMP-530
1320,MISC-E-RD
9229,XTRMA-00270
39440,125849
1151,0698-000K000
5751,2111RTL8324B*A*
81109,ZE00-3293310G
8457,1352030802110
5751,2113RTL8188CU00
5751,2113RTL8188CU00
39440,125864
81109,MISC-TER11001
8457,1161108201110
8457,1180104350110
9164,11200Y11023A1
9164,11200Y11024A1
1455,3K00316501X00
1320,1012165LG
1320,06-00295-1G
1193,0698-000F000
1151,0698-000F000
8457,1180193000111
10644,55G0607-008N
5751,2113W79E4051R00
1320,1009892LG
1382,ECU02986-L
1522,508T5A8XXTG0
9229,XDIXS-X028P
1320,G04-05-74AC02-S
1151,0691-001B000
52124,007A9310FAF2TI01
52124,007A1272FAGDTI01
1320,G04-05-74AC74-S
85874,1400004001
10644,53G0100-0280
10644,53G0100-025R
34883,73-74123-0BB
1320,06-00090-1V2G
34883,20-11007-004
85874,1410004199
85874,1410000155G
10644,65G1106-5547
7695,GU02C624G0MA7
10644,65G1106-3066
10644,65G1475-3112
1320,1385973G
1320,06-00015-1G
1513,G206769820
34883,80-1071D-141
1522,8200226227GA
1151,0906-00NS000
8161,ITLVC1G86J70
1455,4H00483503X00
1320,05-00021-1G
1151,0704-0HZ4000
1471,171-453600-310G
1333,CL05A104KO5NNNC
85874,1410020599
81109,ZE00-0200027G
10644,56G0301-089Y
9229,XCAM4-Y0040
1320,320-2843-02
9507,A116020006R01
9507,A116020035R
9507,A116020004R
9995,2701-0370NY01
8457,1106220030110
85874,852GM
10644,55G1101-021D
10644,55G1101-030E
10644,53G0100-268S
2754,65302130420G
1509,E31501594-1011
85874,1410012677
1320,320-0337-01
1486,2P00N3G1000
1382,ECU02833-L
1486,1TLCLVC1G131
1471,253-100155-400G
1471,253-100115-400G
1471,171-360050-510G
10644,65G1106-502S
9507,A109010005R
1486,1DH30V0000B0
1320,DSI10023
9507,A116020016R
1471,253-100055-401G
1471,253-100115-604G
34883,80-47611-131
10644,55G0407-058T
9891,NODDPMEG2005EH
10644,65G1104-329C
10644,65G1220-308A
10644,65G1105-335Y
3874,S13MC3403D
85874,1410021352
1320,06-00232-1G
1320,320-0393-02
9153,11MF001012
1320,24C64N-2.7-SOICG
34883,80-47615-121
34883,80-47631-121
10644,55G1110-036Z
10644,56G0410-1114
9153,140BJ18100
9153,140BK27200
9153,140FK33300
5751,2114AM25P40VM01
1486,i5-2400
9153,11L7003210
10644,53G2100-0364
8457,Intel Z530P
9164,11110Y11188C1
1333,CL05C330JB5NNNC
39440,"125546 Intel Core-i Desk i5-2400 3,1G 6M"
39440,"122734 Intel Celeron T3100 1,9G 800 1M"
39440,"125562 Intel Core-i Mob i7-2710QE 2,10G 6M"
39440,"125547 Intel Core-i Desk i7-2600/3,4G 8M"
9153,140BK39100
9153,140FK22300
1333,CL05A225KP5NSNC
1333,CL05B103KA5NNNC
9507,A134050003R
1320,18200024080G
1944,2030768600000P
1320,F-GU7001301S
1320,1018101LG
1151,0703-0HY2000
9507,A109010007R
39440,"126824 Intel Core i7-2820QM 2,3G 8M"
10644,53G0100-111R
9995,226A-25105M11
1509,E3IESD5Z3.3T
9507,A110020002R
1320,305-0541-42
1455,3VB0QM6702X00
1471,253-100154-401G
1471,253-100155-604G
10644,75G1000-0233
1320,GU6006821S
5751,21147EM63A16500
1320,1345994G
10644,51-4049-201N
85874,E14S4294502R
85874,E14S4824500H
1944,8933367000100P
1151,15116475
1151,7003D246
1455,3K00055301X00
1455,3K08702101X00
5751,2111RTL8366SB**
10644,55G0607-001D
8584,12404C320008HS
5751,2111RTL8376GRA1
9229,XINFS-X0080
1151,0647-001A000
8457,1157200820110
1320,1166833
1944,1710008103000P
1320,1003779LG
1522,605A40PWXKG0-001
1522,605A40PWXKG0-002
9164,11120Y10005C1
52124,007A8251FAGPTI01
52124,007A4423FAGGTI01
52124,007A2212FAGSTI01
52124,007A1872FAGMTI01
52124,007A0162FAFWTI01
52124,007A1271FAFXTI01
52124,007A1182FAGHTI01
2858,002-3060M-1EH25
8584,12404C320009HS
5751,2111RTL8304EG**
52124,007A39R2FAGJTI01
52124,007A3242FAGRTI01
52124,007A2322FAGNTI01
5751,2113RTL8198GR00
5751,2113RTL8198GR01
1455,71II02GS04X00
5751,21145JS28F12800
1455,3VC0954001X00
3874,S13M36L0T705-R
1944,1710000386000P
39440,126223 Intel Core-i Desk i7-2600S/2.8G 8M
39440,"126233 Intel Core-i Desk i7-2600S/2,8G 8M"
1193,0099-000150
1382,ECU02858-L
1382,ECU02859-L
1320,1007018LG
32052,1824-0092
1455,71II02GE01X00
1151,0668-001E000
10644,55G1401-001H
39440,126167 Intel Core-i Desk i7-2600K/3.4G 8M
1455,3VB24T6G01X00
1151,0647-005Y000
1522,69S525TXX5G0
1455,3K00051401X00
8584,12601S020117HS
1333,CL31A475KOCLNNC
1320,1012123LG
5751,2111R8366GA53SR
10644,55G0607-014F
1455,3MMC4G4801X00
9153,11MD001501
1944,1710000883000P
9164,11100Y11107A1
1944,5002581691250P
1320,F-GU8002301S
10644,55G1116-010W
9229,XCAM3-N0590
1320,F-GU5000201S
10644,50G3306-506Q
10644,55G0401-308A
1320,GU6006101S
10644,55G1101-028N
1522,621020L2XGG0
9153,11L7004620
9153,12ZD001910
1333,CL05A106MQ5NUNC
9153,140BC05000
9153,140BK56100
1471,253-100265-404G
39440,"126839 Intel Core i5-2520M 2,50G 3M"
85874,E14S4280101R
85874,02G010009201/1410000547
85874,02G010007740/1410009136
1333,CL21A475KACLRNC
1522,F200016SG5GA
1522,F200474SX5GA
81109,ZE99-0000068G
1382,ECU02998-L
10644,56G0411-1239
1333,CL05C470JB5NNNC
1522,623219L2X3G0
10644,50G3257-101Z
1944,2030108400060P
10644,65G1226-532R
1193,0704-002C000
81109,MISC-TER11001
1455,71IK03GHB1X00
10644,50G0000-5028
1513,G183055600
1513,G209789580
10644,50G0074-9014
1513,G116103200
1471,347-104022-100G
1471,346-510610-100S
8459,I+TPS3825-33DBVR
10644,27-AE13-500HS
9153,11ME000101
1455,3VBEG20T02X00
1455,3MD0002G03X00
85874,E14S4810100H
9164,11110Y10232C1
85874,1410014603
9153,11L7002100
39440,"124169 Intel Core-i Mob i5-520M 2,40G 4,8GT 3M"
81109,ZE99-0000070G
1509,E5TCL05A475KP5NRN
1471,147-825790-200G
10644,53G0100-275A
10644,53G0100-054C
81109,ZE02-0600003G
1471,263-120107-714G
3874,S1374LVC373AD-R
8584,12601S020077HS
1382,ECD00346A-L
1471,253-115002-200G
1486,1TLCAHC1G080
1522,8200223M36G1
85874,I7-620LE/SLBXH
1382,ECU02537-L
9153,11L7004610
9153,11L7003130
1522,F200225SM5G0
1486,1U3AT2501000
89308,64211-00010
52124,0700CPU--AMR
1486,1P000F1G0000
1382,ECU02537-L
1471,XYZ-5112-0200#
9229,XTRMA-00260
89308,61111-00004
89308,62111-00015
89308,62111-00017
89308,62112-00003
89308,62112-00012
89308,62112-00025
89308,65111-00003
89308,65311-00010
89308,65611-00258
89308,65611-00259
89308,65611-00260
89308,65611-00261
89308,65611-00287
89308,65612-00072
89308,64111-00762
8584,12601S020116HS
8161,1THC1G125J70
1471,253-100201-600G
1522,64B803TXX8G0
63067,202-0289870
1333,CL32A106KA9LNNE
1455,4CP476D162X00
1455,4CP477D021X00
1471,253-100256-600G
1455,4CP227D021X00
8457,P4505
1382,ECU01486-L
8457,1180105100112
1339,441G005I532080
63067,215-0401540
89308,65611-00517
89308,65611-00506
10644,65G1105-331X
1455,3K00951701X00
1151,0603-000U000
1320,06-00289-2G
10644,50G0008-119S
9738,126-219
85874,E14S4811100H
1471,XYZ-5112-0080#
85874,I7-2710QE
85874,I5-2510E
1471,XYZ-75#
89308,64111-00470
1471,171-505430-203G
1471,XYZ-5112-0020#
1455,3K9DB40301X00
81109,ZE99-0000071G
1471,253-310100-300G
1471,347-102090-100G
8161,ITLVC125AA60
1333,CL05A224KP5NNNC
1333,CL05C101JB5NNNC
81109,ZE00-3274000G
3874,S12PMR280UN-R
1486,2P000N3G4000
9995,2660-7002LTT1
9995,260A-40201LT1
1471,143-111601-510R
9164,11110Y11232A1
1471,XYZ-75 #
10644,55G0607-003W
1320,1016141LG
1320,1013934LG
39440,"126446 Intel Celeron B810 1,60G 2M"
1455,P000002321X00
1471,XYZ-5112-0040#
85874,B810
39440,125545 Intel Core-i Desk i3-2120/3.3G 3M
39440,"125545 Intel Core-i Desk i3-2120 3,3G 3M"
1455,71II03GT31X00
1486,2P000N3G3000
1151,0647-005X000
1151,0620-0020000
1320,GJ3006900S
9164,11210Y11038B1
8457,1151008211112
1944,1710000886000P
10644,55G1207-0221
1455,3K0SQ42001X00
1522,64B803TXX8G0
1522,53PX646XBAG0
1471,138-420481-100G#
39440,"126590 Intel Pentium G620 2,60G 3M"
1486,2P00082G6010
52124,0804W9751B7E
1455,3K00872502X00
39440,"126514 Intel Core-i Mob i7-2620M 2,7G 4M"
10644,65G1475-312U
5751,2113PM83231BL00
9164,11210Y11134A1
2754,65302110770G
1509,E31501594-1031
1382,CPP00264-L
9891,N0YX116M001322
1455,4HSI155502X00
1944,2030155500010P
1944,1710792006000P
1382,ECU01953-L
2858,002-05804-EPL4P
1522,8200103L16G0
1333,CL10A225KA5LNNC
1382,ECU02997-L
9995,27BP-43503001
39440,"126749 Intel Core-i Desk i5-2390T 2,7G 3M"
39440,"126737 Intel Pentium Desk E5500 2,8G 800 2M"
5751,2111RTL8211DN**
5751,2113PM82131BL00
5751,2111RTL8324BPA*
9229,XCATS-P0010
1320,GU6007301S
1522,5024NTYXXIG0
10644,55G1207-004Z
8457,1180104353111
81109,MISC-TER11001
81109,ZE00-3500031G
10644,53G0100-120S
1471,347-102041-100G
10644,55G1316-002E
10644,65G1822-203Q
8459,I+XIO2213BZAY-PBGA167
1455,71II01GE01X00
8457,I3-330E
1471,XYZ-5112-0090#
1471,146-820610-400R
10644,55G0410-005M
1513,G115004500
1513,G115828030
1333,CL31A226KPHNNNE
1513,G970309800
1471,XYZ-5112-0100#
1455,3VB0QM5701X00
8161,ITHC164PWJ70
5751,21143CAT24C0400
1471,171-507000-203G
1151,0700-003Q000
1151,0700-003Q000
9164,11110Y11193C1
85874,44916000020E
85874,436S15W0000E
1471,143-101900-500G
1471,146-820651-401R
1471,XYZ-75#
89308,61111-00028
1455,4IC1001S08X00
1333,CL32A106KOCLNNE
1471,343-410401-210G
1471,143-102800-600G
10644,55G1101-033N
2754,62829104Z30G
1471,147-825830-400G
1471,143-111800-500R
1333,CL31F106ZPENNNE
1522,508258H1XJG0
1522,502576Y1XYG0
39440,"P00185 Intel Core i7-2600 3,40G 8M"
9995,27AY-52258-AG1
1522,508257N13GG0
10644,65G1106-3025
2754,65302210500G
8584,12601S020078HS
8584,12601S020118HS
1333,CL10A105KQ8NNNC
2788,1315511014400
1471,XYZ-75#
1471,XYZ-75#
8584,12601S020112HS
1944,2030345600000P
1522,503420Y14XG0
10644,36G0100-004B
10644,53G0100-2852
1320,06-00290-1G
1320,06-00209-1G
1151,1B01-00E4B00
8584,12601S020082HS
1522,F40010FCN0G0
1382,ECL00662-L
9153,11L7001010
85874,01GX0100000001
10644,55G0410-0033
34883,72-25256-000
1522,6X2903C2QXG0
1333,CL05C150JB5NNNC
1471,343-130202-200G
89308,64111-00395
89308,64111-01132
1509,501591-1011
1486,1U0NM1000000
1320,G04-05-74LVC138A-S
85874,B2806452
1320,30-510133-03G
1455,3C00857401X00
1151,0704-0167000
63067,21502930770
63067,2150293070
10644,53G0100-012P
1382,ECU02855-L
1382,ECU02988-L
1455,P000002361X00
1455,F010000082X00
1455,F010000112X00
1471,143-111800-510R
1455,3K00055101X00
1944,1710382333000P
1471,253-100125-600G
1471,172-323040-200G
1320,32-960803-02G
10644,65G1106S425T
10644,55G0401-339E
1382,ECU03024-L
9153,11L7011710
1471,143-103002-600G
1471,XYZ-5112-0020 #
1455,F010000079X00
1455,F010000103X00
1455,F010000177X00
2545,85Z35744A2
1455,F010000062X00
1382,ECU03067-L
1455,3MD0001G16X00
9153,11L7004410
10644,55G0616-027H
1522,623219L2X3G0
8457,1180105100111
8457,1181000150111
1320,06-00206-1G
1522,6A126DL2XLG0
5751,2113RT8306GGR00
1455,3K0CK61001X00
1455,3S00225001X00
10644,55G0510-003Z
10644,52G0601-1610
1471,346-752030-200G
1471,348-411560-402R
1471,348-411560-162G
1471,347-212015-100G
1471,348-411560-172G
9229,XTRME-00270
8457,1128020993110
1522,F40110F1K0G0
5751,2113RTL8672VK00
8140,83.R110092.001
8584,12404C320014HS
8584,12404C320014HS
5751,21049T1300X0X00
8457,1352030802120
10644,27-AE08-3006D
9153,140BJ27000
1151,0637-002M000
85874,1410021161
1486,1P1807806M00
2788,1139920899100
1455,3K0SQ42001X00
1455,3K02190101X00
1455,3K02190101X00
2788,133A714000010
2788,133A718000010
1320,GU1000101S
2788,1139920899100
85874,ZUP13590
5751,2113RTL8306EG00
5751,2113RTL8309EC00
9229,XTRMC-00270
8584,12404C320014HS
10644,55G0601-004M
1513,G970540800
9164,11210Y11142A1
1151,0650-0013000
8584,12404C320014HS
8584,12404C320015HS
8584,12404C320016HS
8584,12404C320015HS
85874,I3-2330E
9164,11220Y11036A1
1471,332-953060-001G
1513,G198811100
39440,"P00109 Intel Core-i Mob i7-2860QM 2,50G 8M"
9995,2729-21420001
9738,126-386
10644,55G0607-0156
85874,1400004040
1320,300-2827-02
39440,"P00168 Intel Core i7-2617M 1,50G 4M"
1320,32-900556-02G
10644,53G0800-0704
1382,ECZ00079-L
39440,P00226 Intel Pentium G850 2.9GHz
1486,2P00082G9000
1522,502580H1XJG0
1382,ECU02686-L
2545,83101530AT
1455,F010000161X00
81109,ZE42-0500038G
89308,61118-00190
1382,ECL00663-L
1382,ECC00034-L
1382,ECC00202-L
1382,ECJ02298-L
1382,ECJ02407-L
1944,1710082566000P
1333,522251-007-18
9507,A116020021R
1944,2010005400010P
1333,509003-002-17
1333,509003-003-17
1333,522248-001-17
1333,522250-060-17
1333,522251-007-18
1333,522491-008-17
1382,ECU02907-L
2754,65302210530G
1339,441G005C026080
1320,G04-06-29W160EBT-S
1151,0641-0005000
1151,0614-0034OQ5
1151,0641-00780Q5
1151,0614-00340Q5
1151,0704-01BF0P6
1522,6A1G32KPX2G0
1944,1710074108010P
1339,357G0D82HM6500
1339,357G0D82QM6700
1339,441G005C016080
1339,441G005I322080
1339,441G005I525080
85874,47569531
8575,IC.CV194.00000
85874,47575570
85874,47577050
1944,1710051116000P
10644,53G0100-122A
10644,55G1101-011L
9153,143FK22600
9153,140BJ22100
9153,143QM22610
1471,113-500074-200G
1382,ECU02420-L
2672,5ICG000125XA000M
1151,0700-00GJ000
1320,38-220008-07G
1320,38-110013-01G
1320,38-110001-13G
1320,35-330020-02G
1320,35-339001-17G
1471,172-346600-200G
1471,172-347400-200G
8584,12601S020119HS
8584,12601S020120HS
1320,38-220018-01G
1320,1001334LG
85874,47451301
85874,47451970
1944,2012002200010P
85874,1410000547
85874,1410009136
2545,85Z35739A2
2545,8310A1761T
2545,8310EA1751
2545,86K14N60ZG
2545,8310A1791T
63067,201-0404790
1471,347-103110-100G
1471,343-170200-100G
1471,146-820670-401R
1455,3T00803301X00
85874,I5-2520M
5751,2115SN74HC59500
1333,CL05A225MQ5NSNC
1333,CL21A106KAYNNNE
1333,CL03A105MQ3CSNH
1333,CL05A105KQ5NNNC
1333,CL05C4R7CB5NNNC
2545,85Z35736A2
1333,CL05B821KB5NNNC
1486,1U2X10200100
1320,MISC-E-RD
1151,0704-0J14000
1333,CL05A475MQ5NRNC
5751,21145F320J3M19*
1471,342-410180-200G
1471,172-323020-210G
1471,172-310120-201G
1320,32-960803-02G
